"Date","Period","OperationalLessIndustrial","Industrial"
38728,1,3995.736246,1120.263754
38728,2,3790.76997,1195.23003
38728,3,4155.308778,1172.691222
38728,4,4006.636628,1169.363372
38728,5,3753.239704,1168.760296
38728,6,3608.9076,1169.0924
38728,7,3524.553338,1171.446662
38728,8,3501.000172,1166.999828
38728,9,3547.065246,1170.934754
38728,10,3639.07733,1158.92267
38728,11,3943.111446,1116.888554
38728,12,4085.06762,1162.93238
38728,13,4419.290508,1158.709492
38728,14,4712.99627,1151.00373
38728,15,4817.497268,1098.502732
38728,16,4847.479836,1164.520164
38728,17,4952.903524,1185.096476
38728,18,5013.225044,1174.774956
38728,19,5019.767266,1170.232734
38728,20,5096.26604,1113.73396
38728,21,4995.396414,1148.603586
38728,22,5008.786862,1175.213138
38728,23,4996.467604,1181.532396
38728,24,4979.327096,1176.672904
38728,25,4974.734938,1167.265062
38728,26,4993.784404,1164.215596
38728,27,5005.698158,1178.301842
38728,28,5093.853258,1126.146742
38728,29,5014.231896,1181.768104
38728,30,5020.276154,1193.723846
38728,31,5037.054328,1182.945672
38728,32,5022.800476,1181.199524
38728,33,5033.52603,1180.47397
38728,34,4932.0172,1183.9828
38728,35,4763.061122,1182.938878
38728,36,4577.224502,1176.775498
38728,37,4485.795292,1122.204708
38728,38,4293.56155,1174.43845
38728,39,4225.15012,1176.84988
38728,40,4232.666574,1119.333426
38728,41,4242.484558,1167.515442
38728,42,4194.710894,1175.289106
38728,43,4112.915336,1121.084664
38728,44,3907.009382,1172.990618
38728,45,3839.116268,1118.883732
38728,46,3721.604534,1174.395466
38728,47,4041.71591,1174.28409
38728,48,3967.449354,1178.550646
38729,1,3782.859642,1177.140358
38729,2,3703.397042,1120.602958
38729,3,3986.035176,1185.964824
38729,4,3855.038696,1176.961304
38729,5,3674.238344,1127.761656
38729,6,3464.16599,1189.83401
38729,7,3394.871498,1123.128502
38729,8,3313.208264,1178.791736
38729,9,3383.855158,1164.144842
38729,10,3488.164356,1177.835644
38729,11,3713.913182,1174.086818
38729,12,3911.942178,1174.057822
38729,13,4245.622242,1170.377758
38729,14,4504.438036,1175.561964
38729,15,4589.903462,1124.096538
38729,16,4659.304014,1130.695986
38729,17,4822.094754,1131.905246
38729,18,4905.742546,1138.257454
38729,19,4938.304892,1175.695108
38729,20,5029.058312,1136.941688
38729,21,5061.235912,1154.764088
38729,22,5144.283592,1128.716408
38729,23,5172.23377,1123.76623
38729,24,5131.732716,1192.267284
38729,25,5225.169228,1174.830772
38729,26,5233.397802,1186.602198
38729,27,5326.506178,1125.493822
38729,28,5253.495356,1184.504644
38729,29,5291.866304,1184.133696
38729,30,5336.556546,1181.443454
38729,31,5401.07488,1128.92512
38729,32,5424.753136,1123.246864
38729,33,5309.199126,1182.800874
38729,34,5256.301072,1181.698928
38729,35,5104.552308,1111.447692
38729,36,4874.08306,1115.91694
38729,37,4623.696742,1170.303258
38729,38,4525.43371,1140.56629
38729,39,4355.652284,1182.347716
38729,40,4317.194936,1188.805064
38729,41,4366.422002,1185.577998
38729,42,4334.114328,1135.885672
38729,43,4188.357166,1135.642834
38729,44,3963.560956,1192.439044
38729,45,3832.227484,1187.772516
38729,46,3800.49616,1137.50384
38729,47,4088.08413,1137.91587
38729,48,4002.398734,1145.601266
38730,1,3760.888396,1195.111604
38730,2,3617.792792,1208.207208
38730,3,3979.346256,1192.653744
38730,4,3831.374124,1200.625876
38730,5,3598.65163,1195.34837
38730,6,3446.401,1191.599
38730,7,3428.015374,1145.984626
38730,8,3318.334546,1193.665454
38730,9,3380.034778,1195.965222
38730,10,3452.487298,1195.512702
38730,11,3690.191926,1197.808074
38730,12,3905.885336,1134.114664
38730,13,4219.04794,1192.95206
38730,14,4478.667148,1219.332852
38730,15,4492.117124,1199.882876
38730,16,4579.68076,1196.31924
38730,17,4693.840264,1188.159736
38730,18,4710.097218,1211.902782
38730,19,4787.164554,1208.835446
38730,20,4780.325012,1223.674988
38730,21,4895.184022,1176.815978
38730,22,4905.861578,1154.138422
38730,23,4930.255522,1155.744478
38730,24,4874.461126,1225.538874
38730,25,4937.801698,1222.198302
38730,26,4949.537978,1208.462022
38730,27,5020.272518,1163.727482
38730,28,5000.32082,1159.67918
38730,29,4952.416856,1215.583144
38730,30,4920.372356,1195.627644
38730,31,4936.451392,1211.548608
38730,32,4921.303884,1220.696116
38730,33,4904.621462,1219.378538
38730,34,4838.580688,1217.419312
38730,35,4765.478418,1156.521582
38730,36,4517.901882,1212.098118
38730,37,4434.354448,1153.645552
38730,38,4302.651412,1149.348588
38730,39,4195.305004,1156.694996
38730,40,4095.59292,1216.40708
38730,41,4136.955836,1215.044164
38730,42,4092.0183,1215.9817
38730,43,3972.63851,1203.36149
38730,44,3909.63783,1162.36217
38730,45,3768.358212,1159.641788
38730,46,3707.620478,1164.379522
38730,47,3989.10928,1200.89072
38730,48,3961.807992,1152.192008
38731,1,3742.476694,1201.523306
38731,2,3660.167016,1151.832984
38731,3,3952.079674,1195.920326
38731,4,3801.484738,1190.515262
38731,5,3629.520292,1140.479708
38731,6,3373.2537,1190.7463
38731,7,3281.631124,1188.368876
38731,8,3221.064058,1208.935942
38731,9,3210.102082,1193.897918
38731,10,3274.91862,1145.08138
38731,11,3257.982986,1208.017014
38731,12,3310.445766,1213.554234
38731,13,3483.35607,1206.64393
38731,14,3626.174106,1207.825894
38731,15,3687.908056,1212.091944
38731,16,3827.955092,1160.044908
38731,17,3971.419764,1156.580236
38731,18,4002.433192,1203.566808
38731,19,4094.267318,1139.732682
38731,20,4101.430408,1196.569592
38731,21,4158.9772,1139.0228
38731,22,4153.851078,1144.148922
38731,23,4136.658726,1141.341274
38731,24,4120.327556,1149.672444
38731,25,4099.530948,1160.469052
38731,26,4087.407726,1144.592274
38731,27,4071.262412,1150.737588
38731,28,4073.552822,1156.447178
38731,29,4084.932678,1149.067322
38731,30,4107.340494,1156.659506
38731,31,4147.035626,1148.964374
38731,32,4182.724308,1135.275692
38731,33,4164.845236,1139.154764
38731,34,4145.276924,1138.723076
38731,35,4089.203164,1140.796836
38731,36,4024.977128,1125.022872
38731,37,3938.117772,1127.882228
38731,38,3886.751098,1133.248902
38731,39,3845.61761,1138.38239
38731,40,3899.138608,1130.861392
38731,41,3970.542606,1119.457394
38731,42,3919.869042,1130.130958
38731,43,3851.00077,1122.99923
38731,44,3729.594756,1126.405244
38731,45,3658.919854,1179.080146
38731,46,3665.727472,1142.272528
38731,47,3852.078718,1187.921282
38731,48,3840.47108,1143.52892
38732,1,3588.359512,1205.640488
38732,2,3473.43865,1194.56135
38732,3,3846.492054,1153.507946
38732,4,3702.860162,1165.139838
38732,5,3486.441972,1139.558028
38732,6,3269.319382,1198.680618
38732,7,3129.117834,1202.882166
38732,8,3103.165746,1194.834254
38732,9,3040.388216,1195.611784
38732,10,3090.13814,1141.86186
38732,11,3050.971018,1185.028982
38732,12,3048.63253,1181.36747
38732,13,3147.185146,1192.814854
38732,14,3243.783486,1196.216514
38732,15,3291.774218,1188.225782
38732,16,3412.853074,1151.146926
38732,17,3539.67856,1146.32144
38732,18,3625.533146,1140.466854
38732,19,3661.526586,1190.473414
38732,20,3781.684842,1134.315158
38732,21,3789.882068,1198.117932
38732,22,3818.653616,1203.346384
38732,23,3863.32439,1186.67561
38732,24,3847.958928,1186.041072
38732,25,3912.617828,1129.382172
38732,26,3895.505916,1146.494084
38732,27,3922.389824,1143.610176
38732,28,3887.617522,1198.382478
38732,29,3919.24966,1144.75034
38732,30,3916.135424,1191.864576
38732,31,3985.959988,1148.040012
38732,32,3993.194422,1204.805578
38732,33,4016.474112,1197.525888
38732,34,4051.542026,1202.457974
38732,35,4084.685954,1149.314046
38732,36,3997.157652,1204.842348
38732,37,3951.53249,1192.46751
38732,38,3957.00948,1146.99052
38732,39,3854.84209,1191.15791
38732,40,3887.14292,1208.85708
38732,41,4017.79887,1204.20113
38732,42,3990.20019,1211.79981
38732,43,3964.340038,1159.659962
38732,44,3755.198858,1206.801142
38732,45,3702.813214,1161.186786
38732,46,3572.488614,1215.511386
38732,47,3892.53349,1147.46651
38732,48,3773.448964,1210.551036
38733,1,3683.634174,1158.365826
38733,2,3501.09435,1214.90565
38733,3,3944.41499,1159.58501
38733,4,3751.717796,1224.282204
38733,5,3565.31957,1222.68043
38733,6,3420.293008,1221.706992
38733,7,3334.464188,1227.535812
38733,8,3324.282618,1225.717382
38733,9,3369.278222,1218.721778
38733,10,3538.137214,1169.862786
38733,11,3692.98167,1227.01833
38733,12,3972.139154,1209.860846
38733,13,4355.626234,1242.373766
38733,14,4628.620428,1243.379572
38733,15,4710.917226,1209.082774
38733,16,4866.905682,1213.094318
38733,17,5095.546664,1164.453336
38733,18,5141.16294,1218.83706
38733,19,5240.23488,1225.76512
38733,20,5352.871576,1201.128424
38733,21,5426.279784,1213.720216
38733,22,5503.310634,1218.689366
38733,23,5507.83594,1226.16406
38733,24,5604.54324,1177.45676
38733,25,5565.416886,1232.583114
38733,26,5679.984802,1178.015198
38733,27,5674.305756,1173.694244
38733,28,5679.475574,1162.524426
38733,29,5578.166,1203.834
38733,30,5576.641448,1215.358552
38733,31,5583.919874,1220.080126
38733,32,5568.380224,1217.619776
38733,33,5582.516118,1217.483882
38733,34,5464.907706,1209.092294
38733,35,5363.168592,1152.831408
38733,36,5103.487698,1208.512302
38733,37,4979.072232,1158.927768
38733,38,4787.61648,1200.38352
38733,39,4767.605452,1142.394548
38733,40,4707.660022,1210.339978
38733,41,4692.69718,1217.30282
38733,42,4649.988024,1198.011976
38733,43,4459.768462,1200.231538
38733,44,4269.67741,1208.32259
38733,45,4106.119252,1203.880748
38733,46,3999.26278,1212.73722
38733,47,4321.82564,1202.17436
38733,48,4216.604724,1203.395276
38734,1,4017.59176,1196.40824
38734,2,3883.803446,1200.196554
38734,3,4245.520864,1162.479136
38734,4,4054.958274,1207.041726
38734,5,3865.914864,1156.085136
38734,6,3663.978218,1210.021782
38734,7,3550.032162,1219.967838
38734,8,3541.687012,1212.312988
38734,9,3592.929514,1211.070486
38734,10,3753.007882,1162.992118
38734,11,3966.067784,1203.932216
38734,12,4275.846226,1138.153774
38734,13,4629.811584,1142.188416
38734,14,4948.295982,1133.704018
38734,15,5005.765692,1122.234308
38734,16,5137.284984,1122.715016
38734,17,5249.676272,1124.323728
38734,18,5285.146144,1120.853856
38734,19,5342.407158,1131.592842
38734,20,5386.084708,1131.915292
38734,21,5439.322,1070.678
38734,22,5497.549514,1062.450486
38734,23,5526.953836,1137.046164
38734,24,5559.655814,1148.344186
38734,25,5601.741336,1128.258664
38734,26,5616.542614,1119.457386
38734,27,5634.109576,1123.890424
38734,28,5637.252644,1130.747356
38734,29,5634.602986,1135.397014
38734,30,5600.63519,1119.36481
38734,31,5570.01647,1105.98353
38734,32,5598.162378,1107.837622
38734,33,5496.65216,1171.34784
38734,34,5361.563064,1190.436936
38734,35,5172.754888,1181.245112
38734,36,4964.359414,1185.640586
38734,37,4834.39031,1119.60969
38734,38,4671.533772,1126.466228
38734,39,4537.357544,1128.642456
38734,40,4471.368468,1180.631532
38734,41,4599.145238,1136.854762
38734,42,4508.010422,1171.989578
38734,43,4365.22296,1164.77704
38734,44,4110.40473,1221.59527
38734,45,3967.569516,1228.430484
38734,46,3882.655112,1225.344888
38734,47,4220.678146,1169.321854
38734,48,4113.104164,1218.895836
38735,1,3948.355318,1167.644682
38735,2,3754.183676,1227.816324
38735,3,4093.6503,1220.3497
38735,4,3996.928062,1169.071938
38735,5,3689.289014,1226.710986
38735,6,3598.22501,1165.77499
38735,7,3466.741538,1219.258462
38735,8,3486.918374,1177.081626
38735,9,3512.667322,1209.332678
38735,10,3596.530298,1231.469702
38735,11,3844.104152,1231.895848
38735,12,4088.37691,1207.62309
38735,13,4471.544888,1228.455112
38735,14,4751.596606,1242.403394
38735,15,4790.452882,1225.547118
38735,16,4891.381748,1226.618252
38735,17,5046.743616,1235.256384
38735,18,5092.842332,1231.157668
38735,19,5181.905034,1234.094966
38735,20,5257.42187,1230.57813
38735,21,5407.828204,1176.171796
38735,22,5412.57228,1219.42772
38735,23,5452.286,1235.714
38735,24,5483.822208,1256.177792
38735,25,5550.665558,1251.334442
38735,26,5654.211062,1227.788938
38735,27,5731.081896,1176.918104
38735,28,5775.640798,1176.359202
38735,29,5753.063474,1217.936526
38735,30,5854.057294,1173.942706
38735,31,5826.491408,1215.508592
38735,32,5853.110132,1220.889868
38735,33,5827.071226,1204.928774
38735,34,5727.907442,1174.092558
38735,35,5484.489422,1169.510578
38735,36,5210.792682,1223.207318
38735,37,5044.456564,1167.543436
38735,38,4789.211942,1218.788058
38735,39,4629.951324,1222.048676
38735,40,4597.567494,1234.432506
38735,41,4639.112466,1236.887534
38735,42,4646.959006,1185.040994
38735,43,4460.785158,1185.214842
38735,44,4251.99999,1188.00001
38735,45,4049.235616,1240.764384
38735,46,4016.542252,1169.457748
38735,47,4255.598142,1232.401858
38735,48,4186.708262,1215.291738
38736,1,4008.45668,1193.54332
38736,2,3798.718168,1215.281832
38736,3,4198.854264,1191.145736
38736,4,4009.109594,1202.890406
38736,5,3804.741776,1211.258224
38736,6,3632.039364,1219.960636
38736,7,3617.807214,1164.192786
38736,8,3514.39387,1221.60613
38736,9,3562.358594,1217.641406
38736,10,3738.58075,1161.41925
38736,11,3880.184888,1223.815112
38736,12,4187.872858,1220.127142
38736,13,4604.411284,1167.588716
38736,14,4885.638464,1224.361536
38736,15,4969.017952,1172.982048
38736,16,5073.08183,1178.91817
38736,17,5270.195374,1177.804626
38736,18,5393.01746,1178.98254
38736,19,5516.662638,1185.337362
38736,20,5613.538968,1224.461032
38736,21,5760.935374,1151.064626
38736,22,5865.367516,1226.632484
38736,23,5976.42018,1225.57982
38736,24,6052.542408,1195.457592
38736,25,6196.308532,1211.691468
38736,26,6355.971934,1172.028066
38736,27,6463.12528,1182.87472
38736,28,6516.780064,1215.219936
38736,29,6577.57745,1216.42255
38736,30,6682.61688,1213.38312
38736,31,6781.552994,1146.447006
38736,32,6906.919642,1067.080358
38736,33,6840.02743,1193.97257
38736,34,6891.464232,1160.535768
38736,35,6685.43625,1224.56375
38736,36,6527.677614,1230.322386
38736,37,6360.935284,1213.064716
38736,38,6190.367398,1209.632602
38736,39,6045.811972,1210.188028
38736,40,5975.978314,1220.021686
38736,41,6004.986636,1169.013364
38736,42,5791.219008,1224.780992
38736,43,5460.854532,1219.145468
38736,44,5162.351478,1205.648522
38736,45,4838.632528,1219.367472
38736,46,4678.041482,1159.958518
38736,47,4846.890772,1207.109228
38736,48,4723.9529,1042.0471
38737,1,4389.24619,984.75381
38737,2,4280.302506,1093.697494
38737,3,4545.176036,1210.823964
38737,4,4398.720956,1143.279044
38737,5,4108.459344,1193.540656
38737,6,3892.48204,1205.51796
38737,7,3805.180058,1204.819942
38737,8,3738.855192,1213.144808
38737,9,3832.23764,1199.76236
38737,10,3940.807642,1221.192358
38737,11,4212.504768,1217.495232
38737,12,4469.772952,1222.227048
38737,13,4928.422142,1221.577858
38737,14,5355.2741,1186.7259
38737,15,5437.458262,1230.541738
38737,16,5694.012484,1259.987516
38737,17,6002.91195,1245.08805
38737,18,6187.341372,1184.658628
38737,19,6339.592702,1200.407298
38737,20,6434.239766,1197.760234
38737,21,6546.69146,1251.30854
38737,22,6699.331474,1246.668526
38737,23,6854.65665,1189.34335
38737,24,6908.9042,1239.0958
38737,25,7026.009518,1237.990482
38737,26,7167.107164,1182.892836
38737,27,7275.231698,1100.768302
38737,28,7313.811032,1156.188968
38737,29,7444.49807,1097.50193
38737,30,7458.664158,1093.335842
38737,31,7474.128738,1073.871262
38737,32,7410.30539,1079.69461
38737,33,7276.1502,1079.8498
38737,34,6972.927456,1145.072544
38737,35,6619.561322,1166.438678
38737,36,6282.378702,1177.621298
38737,37,5852.311172,1177.688828
38737,38,5624.172994,1175.827006
38737,39,5514.574794,1177.425206
38737,40,5356.850562,1169.149438
38737,41,5236.117258,1229.882742
38737,42,5209.08225,1176.91775
38737,43,4960.358812,1247.641188
38737,44,4713.78088,1224.21912
38737,45,4592.582554,1161.417446
38737,46,4474.952074,1161.047926
38737,47,4725.197152,1152.802848
38737,48,4505.960634,1202.039366
38738,1,4299.488718,1152.511282
38738,2,4125.864436,1158.135564
38738,3,4419.436016,1168.563984
38738,4,4192.868086,1217.131914
38738,5,3949.50794,1232.49206
38738,6,3828.428076,1161.571924
38738,7,3719.189504,1162.810496
38738,8,3648.58365,1161.41635
38738,9,3649.142966,1150.857034
38738,10,3679.143076,1150.856924
38738,11,3764.638738,1163.361262
38738,12,3823.64543,1154.35457
38738,13,4018.115404,1107.884596
38738,14,4233.990286,1150.009714
38738,15,4405.32144,1168.67856
38738,16,4630.994744,1165.005256
38738,17,4893.14157,1168.85843
38738,18,5097.704434,1144.295566
38738,19,5313.099348,1142.900652
38738,20,5510.86447,1153.13553
38738,21,5702.114722,1147.885278
38738,22,5893.49486,1146.50514
38738,23,6002.272734,1147.727266
38738,24,6094.811424,1205.188576
38738,25,6269.858544,1140.141456
38738,26,6323.081884,1198.918116
38738,27,6419.30273,1144.69727
38738,28,6446.41782,1199.58218
38738,29,6582.789714,1151.210286
38738,30,6646.810682,1151.189318
38738,31,6705.430882,1142.569118
38738,32,6775.732288,1148.267712
38738,33,6786.035224,1147.964776
38738,34,6675.302422,1208.697578
38738,35,6652.264972,1145.735028
38738,36,6421.35124,1204.64876
38738,37,6245.029616,1218.970384
38738,38,6079.325738,1218.674262
38738,39,5979.665832,1158.334168
38738,40,5963.847904,1160.152096
38738,41,5916.925566,1221.074434
38738,42,5868.510558,1157.489442
38738,43,5688.896474,1161.103526
38738,44,5414.418854,1179.581146
38738,45,5204.900298,1141.099702
38738,46,5046.955358,1159.044642
38738,47,5148.815312,1159.184688
38738,48,4976.90132,1163.09868
38739,1,4604.804784,1203.195216
38739,2,4404.308156,1203.691844
38739,3,4725.847758,1200.152242
38739,4,4542.192636,1157.807364
38739,5,4237.584942,1150.415058
38739,6,4075.782322,1138.217678
38739,7,3959.398112,1128.601888
38739,8,3886.331522,1133.668478
38739,9,3843.073838,1130.926162
38739,10,3833.474884,1128.525116
38739,11,3845.755368,1130.244632
38739,12,3864.194018,1129.805982
38739,13,4000.407334,1131.592666
38739,14,4178.916674,1129.083326
38739,15,4405.395824,1126.604176
38739,16,4718.271118,1125.728882
38739,17,5087.08786,1130.91214
38739,18,5456.257022,1129.742978
38739,19,5838.779786,1131.220214
38739,20,6111.942526,1132.057474
38739,21,6337.234356,1114.765644
38739,22,6460.23894,1077.76106
38739,23,6580.44349,1069.55651
38739,24,6674.782618,1089.217382
38739,25,6760.088738,1127.911262
38739,26,6836.600428,1117.399572
38739,27,6893.940974,1124.059026
38739,28,6873.082662,1136.917338
38739,29,6834.678328,1191.321672
38739,30,6845.647294,1194.352706
38739,31,6867.65451,1176.34549
38739,32,6836.928276,1165.071724
38739,33,6807.361432,1162.638568
38739,34,6815.611566,1122.388434
38739,35,6703.13453,1172.86547
38739,36,6632.793106,1159.206894
38739,37,6573.706368,1114.293632
38739,38,6342.593448,1151.406552
38739,39,6192.01034,1175.98966
38739,40,5841.322974,1122.677026
38739,41,5510.966898,1129.033102
38739,42,5210.371822,1183.628178
38739,43,4927.585002,1118.414998
38739,44,4562.231604,1189.768396
38739,45,4376.34311,1149.65689
38739,46,4181.857564,1204.142436
38739,47,4412.613594,1151.386406
38739,48,4193.527952,1210.472048
38740,1,3964.61794,1209.38206
38740,2,3786.854688,1201.145312
38740,3,4062.758238,1187.241762
38740,4,3959.076834,1160.923166
38740,5,3713.227058,1156.772942
38740,6,3564.966194,1151.033806
38740,7,3509.895086,1150.104914
38740,8,3510.515286,1149.484714
38740,9,3597.74092,1152.25908
38740,10,3734.378154,1159.621846
38740,11,4084.695632,1145.304368
38740,12,4341.476924,1174.523076
38740,13,4763.753516,1184.246484
38740,14,5087.057306,1234.942694
38740,15,5204.208194,1247.791806
38740,16,5471.680584,1250.319416
38740,17,5643.623152,1230.376848
38740,18,5761.184566,1252.815434
38740,19,5812.311452,1235.688548
38740,20,5877.275022,1248.724978
38740,21,5888.841148,1263.158852
38740,22,5978.60038,1189.39962
38740,23,5922.923428,1237.076572
38740,24,5925.430478,1220.569522
38740,25,5969.932606,1172.067394
38740,26,6027.148578,1176.851422
38740,27,5998.277764,1229.722236
38740,28,5998.303926,1249.696074
38740,29,6058.454904,1129.545096
38740,30,6092.483,1047.517
38740,31,6029.101046,1144.898954
38740,32,6092.9818,1183.0182
38740,33,5943.454206,1236.545794
38740,34,5813.107116,1168.892884
38740,35,5483.81219,1210.18781
38740,36,5239.56866,1214.43134
38740,37,5065.71963,1212.28037
38740,38,4886.032274,1219.967726
38740,39,4790.762824,1165.237176
38740,40,4695.88937,1204.11063
38740,41,4729.012522,1232.987478
38740,42,4705.284122,1214.715878
38740,43,4502.902156,1193.097844
38740,44,4317.259548,1174.740452
38740,45,4135.170974,1178.829026
38740,46,4012.024618,1219.975382
38740,47,4305.436132,1230.563868
38740,48,4273.868638,1176.131362
38741,1,4014.851996,1171.148004
38741,2,3811.920538,1216.079462
38741,3,4128.353872,1237.646128
38741,4,3969.97233,1218.02767
38741,5,3748.017932,1197.982068
38741,6,3581.305504,1194.694496
38741,7,3564.896264,1137.103736
38741,8,3480.652916,1185.347084
38741,9,3538.832636,1195.167364
38741,10,3662.067766,1197.932234
38741,11,4016.381674,1137.618326
38741,12,4270.452986,1149.547014
38741,13,4588.188286,1201.811714
38741,14,4911.69739,1164.30261
38741,15,4883.248778,1212.751222
38741,16,5021.434374,1160.565626
38741,17,5068.159298,1227.840702
38741,18,5106.283938,1225.716062
38741,19,5204.593074,1219.406926
38741,20,5245.218436,1224.781564
38741,21,5355.88516,1166.11484
38741,22,5346.670648,1203.329352
38741,23,5372.683918,1159.316082
38741,24,5375.359918,1148.640082
38741,25,5413.407822,1156.592178
38741,26,5411.225834,1208.774166
38741,27,5416.124396,1221.875604
38741,28,5417.681918,1208.318082
38741,29,5471.714022,1164.285978
38741,30,5408.418332,1217.581668
38741,31,5404.94523,1203.05477
38741,32,5377.478114,1212.521886
38741,33,5316.946284,1205.053716
38741,34,5256.334122,1157.665878
38741,35,4984.683602,1211.316398
38741,36,4808.704172,1203.295828
38741,37,4618.883426,1207.116574
38741,38,4450.387644,1189.612356
38741,39,4359.129934,1190.870066
38741,40,4367.485422,1204.514578
38741,41,4528.858596,1157.141404
38741,42,4458.621856,1161.378144
38741,43,4320.605676,1157.394324
38741,44,4060.120666,1219.879334
38741,45,3967.973342,1164.026658
38741,46,3845.420208,1198.579792
38741,47,4161.855362,1210.144638
38741,48,4107.434104,1210.565896
38742,1,3910.917576,1205.082424
38742,2,3771.477166,1198.522834
38742,3,4081.15167,1206.84833
38742,4,4017.382792,1132.617208
38742,5,3721.85451,1172.14549
38742,6,3549.015318,1190.984682
38742,7,3476.408132,1191.591868
38742,8,3404.971334,1187.028666
38742,9,3551.194892,1136.805108
38742,10,3623.093618,1188.906382
38742,11,3860.29548,1191.70452
38742,12,4135.953244,1196.046756
38742,13,4527.550868,1156.449132
38742,14,4802.029064,1163.970936
38742,15,4812.408108,1167.591892
38742,16,4932.038736,1175.961264
38742,17,5085.466194,1182.533806
38742,18,5156.95398,1167.04602
38742,19,5234.861606,1175.138394
38742,20,5347.191704,1160.808296
38742,21,5440.672258,1155.327742
38742,22,5541.800394,1158.199606
38742,23,5600.514964,1169.485036
38742,24,5639.534392,1166.465608
38742,25,5764.387624,1167.612376
38742,26,5904.374388,1147.625612
38742,27,5985.23333,1162.76667
38742,28,6112.17256,1157.82744
38742,29,6195.429298,1160.570702
38742,30,6286.367938,1179.632062
38742,31,6333.576538,1228.423462
38742,32,6539.033168,1192.966832
38742,33,6493.493894,1222.506106
38742,34,6431.517346,1226.482654
38742,35,6284.689992,1231.310008
38742,36,6103.98399,1204.01601
38742,37,5908.101664,1225.898336
38742,38,5714.970686,1227.029314
38742,39,5557.719962,1216.280038
38742,40,5456.94963,1211.05037
38742,41,5477.86501,1218.13499
38742,42,5396.683762,1163.316238
38742,43,5141.16369,1164.83631
38742,44,4795.791896,1228.208104
38742,45,4586.979404,1163.020596
38742,46,4359.85719,1210.14281
38742,47,4601.064654,1200.935346
38742,48,4454.69005,1205.30995
38743,1,4171.205832,1182.794168
38743,2,4027.633036,1190.366964
38743,3,4357.008828,1148.991172
38743,4,4182.354738,1145.645262
38743,5,3900.795624,1143.204376
38743,6,3729.712458,1142.287542
38743,7,3576.060206,1181.939794
38743,8,3496.852906,1203.147094
38743,9,3518.584432,1185.415568
38743,10,3597.9354,1128.0646
38743,11,3699.655912,1136.344088
38743,12,3708.42779,1179.57221
38743,13,3930.207658,1121.792342
38743,14,4085.140898,1174.859102
38743,15,4240.043252,1121.956748
38743,16,4403.36235,1172.63765
38743,17,4739.93939,1128.06061
38743,18,5020.72961,1127.27039
38743,19,5292.08133,1179.91867
38743,20,5626.140958,1125.859042
38743,21,5804.473514,1179.526486
38743,22,6058.812464,1125.187536
38743,23,6192.130458,1177.869542
38743,24,6372.767556,1121.232444
38743,25,6440.910214,1179.089786
38743,26,6593.759234,1138.240766
38743,27,6615.727914,1190.272086
38743,28,6700.857962,1037.142038
38743,29,6709.808948,1058.191052
38743,30,6833.586722,1008.413278
38743,31,6790.107456,1067.892544
38743,32,6907.541042,1112.458958
38743,33,6822.70623,1085.29377
38743,34,6641.01607,1146.98393
38743,35,6247.573668,1116.426332
38743,36,6071.803076,1182.196924
38743,37,6039.035416,1116.964584
38743,38,5953.68818,1130.31182
38743,39,5868.232526,1131.767474
38743,40,5776.274166,1193.725834
38743,41,5873.49789,1146.50211
38743,42,5738.905492,1133.094508
38743,43,5538.953756,1133.046244
38743,44,5246.198746,1131.801254
38743,45,5028.22632,1129.77368
38743,46,4864.600852,1123.399148
38743,47,4979.753182,1178.246818
38743,48,4846.34871,1133.65129
38744,1,4537.095464,1186.904536
38744,2,4347.115182,1184.884818
38744,3,4682.667582,1197.332418
38744,4,4474.819446,1189.180554
38744,5,4265.984726,1142.015274
38744,6,4025.321804,1200.678196
38744,7,3944.235052,1183.764948
38744,8,3937.108624,1188.891376
38744,9,3989.36594,1180.63406
38744,10,4105.818676,1200.181324
38744,11,4351.829412,1196.170588
38744,12,4639.343084,1208.656916
38744,13,5000.052958,1227.947042
38744,14,5387.14169,1218.85831
38744,15,5519.482166,1224.517834
38744,16,5792.493388,1213.506612
38744,17,5973.809906,1222.190094
38744,18,6233.190242,1164.809758
38744,19,6384.349146,1219.650854
38744,20,6663.228758,1158.771242
38744,21,6785.780804,1208.219196
38744,22,6980.893054,1139.106946
38744,23,7023.580696,1208.419304
38744,24,7093.450378,1214.549622
38744,25,7193.032132,1208.967868
38744,26,7195.215114,1222.784886
38744,27,7249.170832,1210.829168
38744,28,7277.436224,1168.563776
38744,29,7046.000052,1155.999948
38744,30,6591.954364,1220.045636
38744,31,6446.65266,1207.34734
38744,32,6347.320604,1206.679396
38744,33,6182.97682,1135.02318
38744,34,5990.994968,1155.005032
38744,35,5738.483634,1145.516366
38744,36,5478.952552,1195.047448
38744,37,5304.700848,1191.299152
38744,38,5147.525976,1204.474024
38744,39,5027.462374,1196.537626
38744,40,5003.582516,1204.417484
38744,41,4998.656164,1161.343836
38744,42,4814.54982,1213.45018
38744,43,4650.70527,1211.29473
38744,44,4447.241718,1194.758282
38744,45,4240.385058,1243.614942
38744,46,4159.324466,1210.675534
38744,47,4465.160774,1208.839226
38744,48,4337.549842,1206.450158
38745,1,4140.891064,1147.108936
38745,2,3912.656842,1209.343158
38745,3,4284.467654,1155.532346
38745,4,4068.693248,1203.306752
38745,5,3806.226404,1209.773596
38745,6,3657.123116,1192.876884
